NAME OF COMPANY,SYMBOL
"Ceat Ltd.,",CEATLTD
Ceejay Finance Limited,CEEJAY
Ceenik Exports (india) Ltd.,CEENIK
Ceeta Industries Ltd.,CEETAIN
CEINSYS TECH LIMITED,CEINSYSTECH
Celebrity Fashions Ltd.,CELEBRITY
CELLA SPACE LIMITED,CELLA
Cenlub Industries Ltd.,CENLUB
Centenial Surgical Suture Ltd.,CSURGSU
CENTERAC TECHNOLOGIES LIMITED,CENTERAC
Central Bank of India,CENTRALBK
Centrum Capital Limited,CENTRUM
Centum Electronics Ltd,CENTUM
"Century Enka Ltd.,",CENTENKA
"Century Extrusions Ltd.,",CENTEXT
Century Plyboards (India) Ltd.,CENTURYPLY
"Century Textiles & Industries Ltd.,",CENTURYTEX
Cera Sanitaryware Ltd.,CERA
Cerebra Integrated Technologies Ltd.,CEREBRAINT
CES Limited,CESL
"CESC Limited,",CESC
CG Power and Industrial Solutions Limited,CGPOWER
Cg-Vak Software & Exports Ltd.,CGVAK
Chadha Papers Ltd.,CHADPAP
Chalet Hotels Limited,CHALET
CHAMAK HOLDINGS LIMITED,CHAMAK
Chaman Lal Setia Exports Ltd.,CHAMANSEQ
Chambal Breweries & Distilleries Li,CHMBBRW
Chambal Fertilisers & Chemicals Ltd,CHAMBLFERT
Chandni Machines Limited,CHANDNIMACH
Chandra Bhagat Pharma Limited,CBPL
Chandra Prabhu International Ltd.,CHANDRAP
Chandrima Mercantiles limited,CHANDRIMA
Channel Nine Entertainment Limited,CNEL
Charms Industries Ltd,CHARMS
Chartered Capital & Investment Ltd.,CHRTEDCA
Chartered Logistics Ltd,CHLOGIST
CHD Chemicals Limited,CHDCHEM
Chembond Chemicals Ltd.,CHEMBOND
Chemcon Speciality Chemicals Limited,CHEMCON
Chemcrux Enterprises Limited,CHEMCRUX
Chemfab Alkalis Ltd,CHEMFABALKA
Chemiesynth (Vapi) Limited,CHEMIESYNT
"Chemo Pharma Laboratories Ltd.,",CHEMOPH
Chemplast Sanmar Limited,CHEMPLASTS
CHEMTECH INDUSTRIAL VALVES LIMITED,CHEMTECH
CHENNAI FERROUS INDUSTRIES LIMITED,CHENFERRO
Chennai Meenakshi Multispeciality Hospital Ltd.,CMMHOSP
Chennai Petroleum Corporation Ltd.,CHENNPETRO
Cheviot Co.Ltd.,CHEVIOT
Chitradurga Spintex Ltd.,CHITRTX
CHL Limited,CHLLTD
Choice International Ltd,CHOICEIN
Choksi Imaging Ltd.,CHOKSI
Choksi Laboratories Ltd.,CHOKSILA
CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,CHOLAHLDNG
Cholamandalam Investment and Finance Company Ltd,CHOLAFIN
Chordia Food Products Ltd,CHORDIA
CHOTHANI FOODS LIMITED,CHOTHANI
"Chowgule Steamships Ltd.,",CHOWGULSTM
CIAN Agro Industries & Infrastructure Limited,CIANAGRO
Cian Healthcare Limited,CHCL
Cigniti Technologies Ltd,CIGNITI*
CIL Nova Petrochemicals Limited,CNOVAPETRO
Cil Securities Ltd.,CILSEC
Cindrella Financial Services Ltd.,CINDRELL
Cindrella Hotels Ltd.,CINDHO
Cineline India Limited,CINELINE
Cinerad Communications Ltd.,CINERAD
Cinevista Limited,CINEVISTA
"Cipla Ltd.,",CIPLA
Cistro Telelink Ltd.,CISTRO
Citadel Realty And Developers Limited,CITADEL
Citiport Financial Services Ltd.,CITIPOR
Citizen Infoline Ltd.,CIL
City Online Services Limited,CITYONLINE
City Pulse Multiplex Limited,CPML
City Union Bank Ltd,CUB
Cityman Limited,CITYMAN
CITYON SYSTEMS (INDIA) LIMITED,CITYON
CL Educate Limited,CLEDUCATE*
CLARA INDUSTRIES LIMITED,CLARA
Clariant Chemicals (India) Limited,CLNINDIA
"Classic Electricals Ltd.,",CLASELE
Classic Filaments Limited,CFL
Classic Global Finance & Capital ltd.,CCFCL
Classic Leasing & Finance Ltd.,CLFL
Clean Science and Technology Limited,CLEAN
Clio Infotech Ltd.,CLIOINFO
CMI Limited,CMI
CMS Info Systems Limited,CMSINFO
CNI Research Ltd,CNIRESLTD
Coal India Limited,COALINDIA
Coastal Corporation Limited,COASTCORP
Coastal Roadways Ltd.,COARO
Cochin Malabar Estates & Indus. Ltd,COCHMAL
"Cochin Minerals & Rutile Ltd.,",COCHINM
Cochin Shipyard Limited,COCHINSHIP
Coffee Day Enterprises Limited,COFFEEDAY
COFORGE LIMITED,COFORGE
"Colgate-Palmolive (India) Ltd.,",COLPAL
Colinz Laboratories ltd.,COLINZ
COLORCHIPS NEW MEDIA LIMITED,COLORCHIPS
Comfort Commotrade Limited,COMCL
COMFORT FINCAP LIMITED,COMFINCAP
Comfort Intech Ltd,COMFINTE
COMMERCIAL ENGINEERS & BODY BUILDERS CO. LIMITED,CEBBCO
Commercial Syn Bags Limited,COMSYN
Competent Automobiles Co. Ltd.,COMPEAU
Compuage Infocom Ltd,COMPUAGE
Compucom Software Lt.,COMPUSOFT
Computer Age Management Services Limited,CAMS
"Computer Point Ltd.,",COMPUPN
Conart Engineers Ltd.,CONART
Concord Drugs Limited,CONCORD
CONCRETE CREDIT LIMITED,CONCRETE
Confidence Finance And Trading Limited,CONFINT
CONFIDENCE FUTURISTIC ENERGETECH LIMITED,CFEL
Confidence Petroleum India Limited,CONFIPET
Consecutive Investments & Trading Company Limited,CITL
Consolidated Construction Consortium Ltd,CCCL
CONSTRONICS INFRA LIMITED,CONSTRONIC
Container Corporation Of India Ltd.,CONCOR
Containerway International Limited,CONTAINER
Contil India Limited,CONTILI
"Continental Chemicals Ltd.,",CONTCHM
Continental Controls Ltd.,CONTICON
"Continental Petroleums Ltd.,",CONTPTR
Continental Securities Limited,CSL
Control Print (India) Ltd.,CONTROLPR
Coral India Finance And Housing Ltd,CORALFINAC
Coral Laboratories Ltd.,CORALAB
Coral Newsprints Ltd.,CORNE
Cords Cable Industries Limited,CORDSCABLE
Coromandel Agro Products & Oils Ltd,CORAGRO
Coromandel Engineering Company Limited,COROENGG
Coromandel International Limited,COROMANDEL
Corporate Courier and Cargo Ltd,CORPOCO
Corporate Merchant Bankers Limited,CMBL
Cosco (India) ltd.,COSCO
"Cosmo Ferrites Ltd.,",COSMOFE
"Cosmo Films Ltd.,",COSMOFILMS
Cospower Engineering Limited,COSPOWER
COSYN Limited,COSYN
Country Club Hospitality & Holidays Ltd,CCHHL
Country Condo's Ltd,COUNCODOS
Coventry Coil-O-Matic (Haryana) Ltd,COVENTRY
COVIDH TECHNOLOGIES LIMITED,COVIDH
Craftsman Automation Limited,CRAFTSMAN
Crane Infrastructure Limited,CRANEINFRA
Cranes Software International Ltd.,CRANESSOFT
"Cranex Ltd.,",CRANEX
Cravatex Ltd.,CRAVATEX
Creative Castings Limited,CREATIVE
Creative Eye Ltd.,CREATIVEYE
CreditAccess Grameen Ltd.,CREDITACC
Crescent Leasing Limited,CLLIMITED
Cressanda Solutions Ltd.,CRESSAN
CREST VENTURES LIMITED,CREST
Crestchem Ltd.,CRSTCHM
Crimson Metal Engineering Company Ltd,CRIMSON
CRISIL Ltd.,CRISIL
CROISSANCE LIMITED,CROISSANCE
Crompton Greaves Consumer Electricals Limited,CROMPTON
CSB Bank Limited,CSBBANK
CSL Finance Limited,CSLFINANCE
Cubex Tubings Ltd,CUBEXTUB
Cubical Financial Services Ltd.,CUBIFIN
"Cummins India Ltd.,",CUMMINSIND
Cupid Limited,CUPID
Cybele Industries Limited,CYBELEIND
Cyber Media (India) Ltd.,CYBERMEDIA
Cybertech Systems and Software Ltd.,CYBERTECH
Cyient Limited,CYIENT
D & H India Limited,DHINDIA
D B REALTY LIMITED,DBREALTY
D.B.Corp Limited,DBCORP
Dabur India Ltd.,DABUR
Dai-Ichi Karkaria Ltd.,DAICHI
Daikaffil Chemicals India Ltd.,DAIKAFFI
"Dalal Street Investments Ltd.,",DSINVEST
DALMIA BHARAT LIMITED,DALBHARAT
Dalmia Bharat Sugar and Industries Ltd,DALMIASUG
Damodar Industries Limited,DAMOINDUS
Danlaw Technologies India Ltd.,DANLAW
DANUBE INDUSTRIES LIMITED,DANUBE
Darjeeling Ropeway Company Limited,DARJEELING
Darshan Orna Limited,DARSHANORNA
Data Patterns (India) Limited,DATAPATTNS
Datamatics Global Services Limited,DATAMATICS
Datasoft Application Software (I) L,DATASOFT
DATIWARE MARITIME INFRA LIMITED,DATIWARE
Daulat Securities Ltd.,DAULAT
Davangere Sugar Company Limited,DAVANGERE
DB(INTERNATIONAL)Stock Brokers Ltd,DBSTOCKBRO
DCB Bank Limited,DCBBANK
"DCM Ltd.,",DCM
DCM NOUVELLE LIMITED,DCMNVL
"DCM Shriram Industries Ltd.,",DCMSRMIND
DCM Shriram Limited,DCMSHRIRAM
"DCW Ltd.,",DCW
De Nora India Limited,DENORA
"Deccan Bearings Ltd.,",DECANBRG
"Deccan Cements Ltd.,",DECCANCE
Deccan Gold Mines Ltd.,DECNGOLD
Deccan Health Care Limited,DECCAN
Deccan Polypacks Ltd,DECPO
Decillion Finance Ltd.,DFL
DECIPHER LABS LIMITED,DECIPHER
Deco-Mica Ltd.,DECOMIC
Decorous Investment and Trading Co. Ltd.,DITCO
Deep Diamond India Limited,DDIL
DEEP ENERGY RESOURCES LIMITED,DEEPENR
Deep Industries Limited,DEEPIND
Deep Polymers Limited,DEEP
Deepak Fertilizers &Petrochemicals,DEEPAKFERT
Deepak Nitrite Limited,DEEPAKNI
"Deepak Spinners Ltd.,",DEEPAKSP
Delhivery Limited,DELHIVERY
DELPHI WORLD MONEY LIMITED,DELPHIFX
Delta Corp Limited,DELTACORP
Delta Industrial Resources Limited,DELTA
DELTA MANUFACTURING LIMITED,DELTAMAGNT
"Delton Cables Ltd.,",DLTNCBL
DEN Networks Limited,DEN
Denis Chem Lab Limited,DENISCHEM
Desh Rakshak Aushdhalaya Ltd.,DESHRAK
DEV INFORMATION TECHNOLOGY LIMITED,DEVIT
Devhari Exports (India) Limited,DEVHARI
Devine Impex Limited,DEVINE
"Devinsu Trading Ltd.,",DEVITRD
Devki Leasing & Finance Ltd.,DEVKI
DEVOTED CONSTRUCTION LIMITED,DCL
Devyani International Limited,DEVYANI
DFM Foods Ltd.,DFM
Dhabriya Polywood Limited,DHABRIYA
"Dhampur Sugar Mills Ltd.,",DHAMPURSUG
Dhampure Speciality Sugars Ltd.,DHAMPURE
Dhanada Corporatin Limited,DHANADACO
Dhanalaxmi Roto Spinners Ltd.,DHANROTO
Dhanashree Electronics Limited,DEL
Dhani Services Limited,DHANI
Dhanlaxmi Bank Limited,DHANBANK
"Dhanlaxmi Cotex Ltd.,",DHANCOT
Dhanlaxmi Fabrics Ltd.,DHANFAB
Dhanuka Agritech Ltd.,DHANUKA
Dhanvantri Jeevan Rekha Ltd.,ZDHJERK
Dhanvarsha Finvest Limited,DHANVARSHA
"Dharamsi Morarji Chemical Co. Ltd.,",DHARAMSI
Dharani Finance Ltd.,DHARFIN
Dharani Sugars & Chemicals Ltd,DHARSUGAR
Dhenu Buildcon Infra Limited,DHENUBUILD
Dhoot Industrial Finance Ltd.,DHOOTIN
DHP India Ltd.,DHPIND
Dhruv Consultancy Services Limited,DHRUV
"Dhruv Estates Ltd.,",DHRUVES
Dhruv Wellness Limited,DWL
Dhruva Capital Services Ltd.,DHRUVCA
Dhunseri Investments Ltd,DHUNINV
Dhunseri Tea & Industries Ltd,DHUNTEAIND
Dhunseri Ventures Limited,DVL
DHYAANI TILE AND MARBLEZ LIMITED,DHYAANI
Diamant Infrastructure Limited,DIAMANT
"Diamines & Chemicals Ltd.,",DIAMINESQ
Diamond Power Infrastructure Limited,DIAPOWER
Diana Tea Co.Ltd.,DIANATEA
DIC India Ltd,DICIND
Diggi Multitrade Limited,DML
Digicontent Limited,DGCONTENT
DIGISPICE TECHNOLOGIES LIMITED,DIGISPICE
DIGJAM LIMITED,DIGJAMLTD
Diksat Transworld Limited,DIKSAT
Diksha Greens Limited,DGL
Diligent Industries Limited,DILIGENT
Diligent Media Corporation Limited,DNAMEDIA
Dilip Buildcon Limited,DBL
Disa India Ltd.,DISAQ
Dish TV India Limited,DISHTV
DISHA RESOURCES LIMITED,DRL
Dishman Carbogen Amcis Limited,DCAL
Divi's Laboratories Ltd.,DIVISLAB
DIVYASHAKTI LIMITED,DIVSHKT
Dixon Technologies (India) Limited,DIXON
DJ Mediaprint & Logistics Limited,DJML
DLF LIMITED,DLF
D-Link (India) Ltd,DLINKINDIA
DMR Hydroengineering & Infrastructures Limited,DMR
Dodla Dairy Limited,DODLA
DOLAT ALGOTECH LIMITED,DOLATALGO
Dolfin Rubbers Limited,DOLFIN
Dollar Industries Limited,DOLLAR
Dolphin Medical Services Ltd.,DOLPHMED
Donear Industries Ltd,DONEAR
DR HABEEBULLAH LIFE SCIENCES LIMITED,DRHABEEB
DR LALCHANDANI LABS LIMITED,DLCL
Dr. Lal Pathlabs Limited,LALPATHLAB
"Dr. Reddy's Laboratories Ltd.,",DRREDDY
Dr.Agarwals Eye Hospital Ltd.,DRAGARWQ
DRA CONSULTANTS LIMITED,DRA
DRC Systems India Limited,DRCSYSTEMS
"Dredging Corporation of India Ltd.,",DREDGECORP
DSJ KEEP LEARNING LIMITED,KEEPLEARN
DSP Mutual Fund,DSPNEWETF
DSP Mutual Fund,DSPQ50ETF
DSP Mutual Fund,DSPN50ETF
Ducon Infratechnologies Limited,DUCON
Dugar Housing Developments Limited,DUGARHOU
Duke Offshore Ltd.,DUKEOFS
Duncan Engineering Limited,DUNCANENG
Duropack Ltd,DUROPACK
DUROPLY INDUSTRIES LIMITED,DUROPLY
Dutron Polymers Ltd.,DUTRON
Dwarikesh Sugar Industries Ltd.,DWARKESH
Dynacons Systems & Solutions Ltd.,DSSL
"Dynamatic Technologies Ltd.,",DYNAMATECH
dynamic Archistructures Limited,DAL
Dynamic Cables Limited,DYNAMIC
Dynamic Industries Ltd.,DYNAMIND
Dynamic Protfolio Management & Serv,DYNAMICP
Dynavision Limited,DYNAVSN
Dynemic Products Ltd.,DYNPRO
e.Com Infotech (India) Ltd.,ECOM
"E.I.D. Parry (India) Ltd.,",EIDPARRY
Earum Pharmaceuticals Limited,EARUM
East Buildtech Limited,EASTBUILD
East Coast Steel Ltd,ECSTSTL
EAST WEST HOLDINGS LIMITED,EASTWEST
Eastern Silk Industries Limited,EASTSILK
Eastern Treads Ltd.,EASTRED
Easun Capital Markets Limited,EASUN
EASUN REYROLLE LTD.,EASUNREYRL
EASY FINCORP LIMITED,EASYFIN
Easy Trip Planners Limited,EASEMYTRIP
eClerx Services Limited,ECLERX
Eco Friendly Food Processing Park Limited,EFPL
Eco Recycling Limited,ECORECO
Ecoboard Industries Ltd,ECOBOAR
Econo Trade (India) Limited,ETIL
Ecoplast Ltd.,ECOPLAST
ECS Biztech Limited,ECS
Edelweiss Financial Services Ltd.,EDELWEISS
Educomp Solutions Ltd,EDUCOMP
Edynamics Solutions Limited,EDSL
Eicher Motors Ltd.,EICHERMOT
Eighty Jewellers Limited,EIGHTY
"EIH Associated Hotels Ltd.,",EIHAHOTELS
EIH Ltd,EIHOTEL
EIKO LIFESCIENCES LIMITED,EIKO
"EIMCO Elecon India Ltd.,",EIMCOELECO
Ekam Leasing & Finance Co. Ltd.,EKAMLEA
Ekennis Software Service Limited,EKENNIS
EKI Energy Services Limited,EKI
E-Land Apparel Limited,ELAND
Elango Industries Ltd,ELANGO
Elantas Beck India Ltd,ELANTAS
"Elcid Investments Ltd.,",ELCIDIN
"Eldeco Housing & Ind. Ltd.,",ELDEHSG
"Elecon Engineering Co.Ltd.,",ELECON
"Electrosteel Castings Ltd.,",ELECTCAST
Electrotherm (India) Ltd,ELECTHERM
Elegant Floriculture & Agrotech (In,ELEFLOR
Elegant Marbles & Grani Industries,ELEMARB
"Elgi Equipments Ltd.,",ELGIEQUIP
ELITECON INTERNATIONAL LIMITED,ELITECON
Elixir Capital Limited,ELIXIR
Ellora Trading Limited,ELLORATRAD
Elnet Technologies Ltd.,ELNET
"Elpro International Ltd.,",ELPROINTL
Ema India Ltd.,EMAINDIA
Emami Ltd,EMAMILTD
Emami Paper Mills Ltd.,EMAMIPAP
EMAMI REALTY LIMITED,EMAMIREAL
Emerald Leasing Finance & Investment Company Limited,EMERALD
Emerald Leisures Limited,EMERALL
EMERGENT INDUSTRIAL SOLUTIONS LIMITED,EMERGENT
Emkay Global Financial Services Ltd,EMKAY
Emmbi Industries Limited,EMMBI
Emmessar Biotech & Nutrition Ltd.,EMMESSA
"Empire Industries Ltd.,",EMPIND
eMudhra Limited,EMUDHRA
"Enbee Trade & Finance Ltd.,",ENBETRD
ENCODE PACKAGING INDIA LIMITED,ENCODE
Endurance Technologies Limited,ENDURANCE
Energy Development Company Ltd.,ENERGYDEV
Engineers India Ltd.,ENGINERSIN
Enkei wheels (India) Limited,ENKEIWHEL
Enterprise International Limited,ENTRINT
Entertainment Network (India) Ltd,ENIL
Envair Electrodyne Ltd.,ENVAIREL
EPIC Energy Ltd.,EPIC
EPL LIMITED,EPL
Epsom Properties Limited,EPSOMPRO
EQUIPPP SOCIAL IMPACT TECHNOLOGIES LIMITED,EQUIPPP
Equitas Holdings Limited,EQUITAS
Equitas Small Finance Bank Limited,EQUITASBNK
Eris Lifesciences Limited,ERIS
Eros International Media Limited,EROSMEDIA
ERP Soft Systems Ltd.,ERPSOFT
Esaar (India) Ltd.,ESARIND
Esab India Ltd.,ESABINDIA
Escorp Asset Management Limited,ESCORP
Escorts Finance Ltd.,ESCORTSFIN
"Escorts Limited,",ESCORTS
Esha Media Research Limited,ESHAMEDIA
ESPIRE HOSPITALITY LIMITED,ESPIRE
Essar Securities Limited,ESSARSEC
Essar Shipping Ltd,ESSARSHPNG
Esteem Bio Organic Food Processing Limited,EBFL
"Ester Industries Ltd.,",ESTER
ETHOS LIMITED,ETHOSLTD
ETT Limited,ETT
Eureka Forbes Limited,EUREKAFORBE
Eureka Industries Ltd.,EUREKAI
Euro Asia Exports Ltd.,EUROASIA
Euro Leder Fashion Ltd.,EUROLED
Eurotex Industries & Exports Ltd.,EUROTEXIND
EVANS ELECTRIC LIMITED,EVANS
Eveready Industries India Ltd.,EVEREADY
Everest Industries Ltd.,EVERESTIND
Everest Kanto Cylinders Ltd.,EKC
Everest Organics Ltd.,EVERESTO
Evergreen Textiles Limited,EVERTEX
Everlon Synthetics Ltd.,EVERLON
EVEXIA LIFECARE LIMITED,EVEXIA
Evoq Remedies Limited,EVOQ
Excel Realty N Infra Limited,EXCEL
"Excell Industries Ltd.,",EXCELINDUS
"Exide Industries Ltd.,",EXIDEIND
EXPLEO SOLUTIONS LIMITED,EXPLEOSOL
Explicit Finance Limited,EXPLICITFIN
Expo Gas Containers Ltd.,EXPOGAS
Exxaro Tiles Limited,EXXARO
F MEC INTERNATIONAL FINANCIAL SERVICES LIMITED,FMEC
Fabino Life Sciences Limited,FABINO
FACOR Alloys Limited,FACORALL
Fairchem Organics Limited,FAIRCHEMOR
FAZE THREE AUTOFAB LIMITED,FAZE3AUTO
Faze Three Ltd.,FAZE3Q
FCS Software Solutions Ltd.,FCSSOFT
FDC Ltd.,FDC
Federal Bank Ltd.,FEDERALBNK
Federal-Mogul Goetze (India) Ltd,FMGOETZE
FERMENTA BIOTECH LIMITED,FERMENTA
Fertilizers and Chemicals Travancore Limited,FACT
Fervent Synergies Limited,FERVENTSYN
FGP Ltd,FGP
FIBERWEB (INDIA) LTD.,FIBERWEB
FIEM INDUSTRIES LIMITED,FIEMIND
Filatex Fashions Ltd,FILATFASH
Filatex India Ltd.,FILATEX
Filtra Consultants and Engineers Limited,FILTRA
Fine Organic Industries Limited,FINEORG
Fine-line Circuits Ltd.,FINELINE
Fineotex Chemical Limited,FCL
Finkurve Financial Services Limited,FINKURVE
Fino Payments Bank Limited,FINOPB
"Finolex Cables Ltd.,",FINCABLES
Finolex Industries Ltd.,FINOLEXIND
"First Custodian Fund (India) Ltd.,",1STCUS
FIRST FINTEC LIMITED,FIRSTFIN
Firstsource Solutions Ltd.,FSL
Fischer Chemic Ltd.,FISCHER
Five X Tradecom Limited,FIVEXTRADE
"Flex Foods Ltd.,",FLEXFO
FLEXITUFF VENTURES INTERNATIONAL LIMITED,FLEXITUFF
FLOMIC GLOBAL LOGISTICS LIMITED,FLOMIC
Flora Textiles Ltd.,FLORATX
"Fluidomat Ltd.,",FLUIDOM
Focus Business Solution Limited,FOCUS
Fone4 Communications (India) Limited,FONE4
Foods & Inns Ltd.,FOODSIN
Forbes & Company Ltd,FORBESCO
Force Motors Limited,FORCEMOT
Fortis Healthcare Ltd,FORTIS
Fortis Malar Hospitals Limited,FORTISMLR
Fortune International Ltd.,FORINTL
Foseco India Ltd,FOSECOIND
Foundry Fuel Products Ltd.,FFPL
Fourth Generation Information Systems Ltd,4THGEN
Franklin Industries Limited,FRANKLININD
Franklin Leasing and Finance Limited,FRANKLIN
Fraser And Company Limited,FRASER
Fredun Pharmaceuticals Limited,FREDUN
Freshtrop Fruits Ltd.,FRSHTRP
Frontier Capital Limited,FRONTCAP
Frontier Springs Ltd.,FRONTSP
Frontline Corporation Limited,FRONTCORP
Fruition Venture Limited,FRUTION
FSN E-Commerce Ventures Limited,NYKAA
FUNDVISER CAPITAL (INDIA) LIMITED,FUNDVISER
Future Consumer Limited,FCONSUMER
Future Enterprises Limited,FEL
Future Enterprises Limited,FELDVR
Future Lifestyle Fashions Limited,FLFL
Future Market Networks Limited,FMNL
Future Retail Ltd.,FRETAIL
Future Supply Chain Solutions Limited,FSC
Futuristic Securities Ltd,FUTURSEC
Futuristic Solutions Ltd.,FUTSOL
G G Engineering Limited,GGENG
G M Polyplast Limited,GMPL
G N A Axles Limited,GNA
G R Infraprojects Limited,GRINFRA
G. K. P. Printing & Packaging Limited,GKP
"G.D. Trading & Agencies Ltd.,",GDTRAGN
"G.G. Dandekar Machine Works Ltd.,",GGDANDE
G.G.Automotive Gears Ltd.,GGAUTO
G.k.Consultants Ltd.,GKCONS
G.M. Breweries Ltd.,GMBREW
"G.S. Auto International Ltd.,",GSAUTO
"G.V. Films Ltd.,",GVFILM
Gabriel India Ltd.,GABRIEL
"Gaekwar Mills Ltd.,",ZGAEKWAR
Gagan Gases Ltd.,GAGAN
Gagan Polycot India Ltd.,GAGANPO
Gail (India) Ltd.,GAIL
Gajanan Securities Services Ltd.,GAJANANSEC
Gala Global Products Limited,GGPL
Galactico Corporate Services Limited,GALACTICO
Galada Finance Limited,GALADAFIN
Galada Power & Communication Ltd.,GALADA
Galaxy Agrico Exports Ltd.,GALAGEX
Galaxy Bearings Ltd.,GALXBRG
GALAXY CLOUD KITCHENS LIMITED,GCKL
Galaxy Surfactants Limited,GALAXYSURF
Gallantt Metal Limited,GALLANTT
Gallops Enterprise Limited,GALLOPENT
"Gandhi Special Tubes Ltd.,",GANDHITUBE
"Ganesh Benzoplast Ltd.,",GANESHBE
Ganesh Films India Limited,GFIL
"Ganesh Holding Ltd.,",GANHOLD
Ganesh Housing Corporation Ltd.,GANESHHOUC
Ganesha Ecosphere Limited,GANECOS
Ganga Papers India Ltd,GANGAPA
Ganga Pharmaceuticals Limited,GANGAPHARM
Ganges Securities Ltd.,GANGESSEC
Gangotri Textiles Ltd.,GANGOTRI
Ganon Products Limited,GANONPRO
Garbi Finvest Limited,GARBIFIN
Garden Reach Shipbuilders & Engineers Limited,GRSE
Garg Furnace Ltd.,GARGFUR
GARMENT MANTRA LIFESTYLE LIMITED,GARMNTMNTR
"Garnet Construction Ltd.,",GARNET
Garnet International Limited,GARNETINT
Garodia Chemicals Ltd.,GARODCH
GARWARE HI-TECH FILMS LIMITED,GRWRHITECH
"Garware Marine Industries Ltd.,",GARWAMAR
Garware Synthetics Ltd.,GARWSYN
GARWARE TECHNICAL FIBRES LIMITED,GARFIBRES
Gateway Distriparks Limited,GATEWAY
Gati Limited,GATI
Gautam Exim Limited,GEL
Gautam Gems Limited,GGL
Gayatri BioOrganics Ltd,GAYATRIBI
GAYATRI HIGHWAYS LTD,GAYAHWS
Gayatri Projects Limited,GAYAPROJ
Gayatri Sugars Ltd.,GAYATRI
Gayatri Tissue & Papers Ltd,GYTRIPA
GBL Industries Limited,GBLIL
GCM Capital Advisors Limited,GCMCAPI
GCM Commodity & Derivatives Limited,GCMCOMM
GCM Securities Limited,GCMSECU
GDL Leasing & Finance ltd.,GDLLEAS
GE Power India Limited,GEPIL
GE T&D India Limited,GET&D
GEE Ltd.,GEE
GeeCee Ventures Limited,GEECEE
Geetanjali Credit And Capital Limited,GEETANJ
Gem Spinners India Ltd,GEMSPIN
Gemstone Investments Ltd.,GEMSI
GENERA AGRI CORP LTD,GENERAAGRI
General Insurance Corporation of India,GICRE
Generic Engineering Construction and Projects Limited,GENCON
GENESIS IBRC INDIA LIMITED,GENESIS
Genesys International Corporation Ltd.,GENESYS
Gennex Laboratories Ltd,GENNEX
GENOMIC VALLEY BIOTECH LIMITED,GVBL
GENPHARMASEC LIMITED,GENPHARMA
Gensol Engineering Limited,GENSOL
GENUS PAPER & BOARDS LIMITED,GENUSPAPER
Genus Power Infrastructures Ltd,GENUSPOWER
GENUS PRIME INFRA LIMITED,GENUSPRIME
Geojit Financial Services Limited,GEOJITFSL
Getalong Enterprise Limited,GETALONG
GFL LIMITED,GFLLIMITED
GHCL Ltd.,GHCL
GI ENGINEERING SOLUTIONS LIMITED,GISOLUTION
Gian Life Care Limited,GIANLIFE
GIC Housing Finance Ltd.,GICHSGFIN
Gilada Finance & Investments Ltd.,GILADAFINS
Gillanders Arbuthnot & Co. Ltd.,GILLANDERS
Gillette India Ltd.,GILLETTE
Gini Silk Mills Ltd.,GINISILK
Ginni Filaments Ltd.,GINNIFILA
GITA RENEWABLE ENERGY LIMITED,GITARENEW
GKB Ophthalmics Ltd.,GKB
Glance Finance Ltd.,GLANCE
Gland Pharma Limited,GLAND
GlaxoSmithkline Pharmaceuticals Ltd.,GLAXO
Glenmark Life Sciences Limited,GLS
Glenmark Pharmaceuticals ltd,GLENMARK
Glittek Granites Ltd.,GLITTEKG
Global Capital Markets Ltd.,GLOBALCA
Global Longlife Hospital and Research Limited,GLHRL
Global Offshore Services Ltd,GLOBOFFS
Global Vectra Helicorp Ltd.,GLOBALVECT
GlobalSpace Technologies Limited,GSTL
Globe Commercials Limited,GLCL
Globus Constructors & Developers Limited,GLOBUSCON
Globus Corporation Ltd.,GLOBUSCOR
Globus Spirits Limited,GLOBUSSPR
Gloster Ltd,GLOSTERLTD
GMM Pfaudler Ltd.,GMM
GMR Infrastructure Limited,GMRINFRA
GMR Power and Urban Infra Limited,GMRP&UI
Go Fashion (India) Limited,GOCOLORS
"Goa Carbon Ltd.,",GOACARBON
GOBLIN INDIA LIMITED,GOBLIN
GOCL Corporation Limited,GOCLCORP
Godavari Drugs Ltd.,GODAVARI
GODAWARI POWER AND ISPAT LTD.,GPIL
"Godfrey Phillips India Ltd.,",GODFRYPHLP
Godrej Agrovet Limited,GODREJAGRO
Godrej Consumer Products Ltd.,GODREJCP
Godrej Industries Ltd.,GODREJIND
Godrej Properties Limited,GODREJPROP
Goenka Business & Finance Limited,GBFL
Goenka Diamond & Jewels Ltd,GOENKA
Gogia Capital Services Limited,GOGIACAP
GOKAK TEXTILES LTD.,GOKAKTEX
Gokaldas Exports Ltd,GOKEX
Gokul Agro Resources Ltd,GOKULAGRO
Gokul Refoils and Solvent Limited,GOKUL
Gold Line International Finvest Limited,GOLDLINE
"Gold Rock Investments Ltd.,",ZGOLDINV
GoldCoin Health Foods Limited,GOLDCOINHF
Goldcrest Corporation Limited,GOLDCORP
Golden Carpets Limited.,GOLCA
Golden Crest Education & Services Limited,GOLDENCREST
Golden Tobacco Ltd.,GOLDENTOBC
Goldiam International Ltd.,GOLDIAM
